RepRapFirmware height map file v2 generated at 2019-02-11 09:00, mean error -0.065, deviation 0.072
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
30.00,300.00,10.00,180.00,-1.00,25.00,25.00,11,7
 -0.032, -0.125, -0.151, -0.176, -0.186, -0.156, -0.143, -0.115, -0.115, -0.055,  0.025
  0.013, -0.063, -0.093, -0.130, -0.135, -0.123, -0.100, -0.063, -0.047,  0.010,  0.073
  0.048, -0.040, -0.078, -0.125, -0.123, -0.115, -0.093, -0.053, -0.040,  0.020,  0.088
  0.043, -0.020, -0.073, -0.105, -0.088, -0.100, -0.073, -0.047, -0.015,  0.028,  0.101
  0.053, -0.025, -0.073, -0.115, -0.115, -0.103, -0.085, -0.053, -0.040,  0.038,  0.093
  0.018, -0.058, -0.105, -0.130, -0.148, -0.125, -0.108, -0.080, -0.058,  0.003,  0.061
 -0.005, -0.100, -0.140, -0.173, -0.193, -0.158, -0.145, -0.105, -0.100, -0.032,  0.038
